"Kingdom"	"Phylum"	"Class"	"Order"	"Family"	"Genus"	"Species"
"ASV813"	"k__Fungi"	"p__Glomeromycota"	"c__Glomeromycetes"	"o__Glomerales"	"f__Glomeraceae"	"g__Dominikia"	NA
"ASV814"	"k__Fungi"	"p__Glomeromycota"	"c__Glomeromycetes"	"o__Glomerales"	"f__Glomeraceae"	"g__Rhizophagus"	"s__irregularis"
"ASV815"	"k__Fungi"	"p__Glomeromycota"	"c__Archaeosporomycetes"	"o__Archaeosporales"	"f__Archaeosporaceae"	"g__Archaeosporaceae_gen_Incertae_sedis"	NA
"ASV816"	"k__Fungi"	"p__Ascomycota"	"c__Leotiomycetes"	"o__Helotiales"	"f__Helotiales_fam_Incertae_sedis"	"g__Rhexocercosporidium"	NA
"ASV817"	"k__Fungi"	"p__Glomeromycota"	"c__Glomeromycetes"	"o__Diversisporales"	"f__Diversisporaceae"	NA	NA
"ASV818"	"k__Fungi"	"p__Glomeromycota"	"c__Glomeromycetes"	"o__Glomerales"	"f__Claroideoglomeraceae"	"g__Claroideoglomus"	NA
"ASV819"	"k__Fungi"	NA	NA	NA	NA	NA	NA
"ASV820"	"k__Fungi"	"p__Ascomycota"	"c__Dothideomycetes"	"o__Minutisphaerales"	"f__Minutisphaeraceae"	"g__Minutisphaera"	"s__aspera"
"ASV821"	"k__Fungi"	"p__Ascomycota"	"c__Pezizomycotina_cls_Incertae_sedis"	"o__Pezizomycotina_ord_Incertae_sedis"	"f__Pezizomycotina_fam_Incertae_sedis"	"g__Triscelophorus"	NA
"ASV822"	"k__Fungi"	"p__Basidiomycota"	"c__Cystobasidiomycetes"	"o__Cystobasidiales"	"f__Cystobasidiaceae"	"g__Cystobasidium"	NA
"ASV823"	"k__Fungi"	"p__Olpidiomycota"	"c__Olpidiomycetes"	"o__Olpidiales"	"f__Olpidiaceae"	"g__Olpidium"	NA
"ASV824"	"k__Fungi"	"p__Ascomycota"	NA	NA	NA	NA	NA
"ASV825"	"k__Fungi"	"p__Basidiomycota"	"c__Agaricomycetes"	"o__Agaricales"	"f__Tricholomataceae"	"g__Flagelloscypha"	NA
"ASV826"	"k__Fungi"	"p__Glomeromycota"	"c__Glomeromycetes"	"o__Glomerales"	"f__Glomeraceae"	"g__Septoglomus"	NA
"ASV827"	"k__Fungi"	"p__Ascomycota"	"c__Sordariomycetes"	"o__Sordariales"	"f__Helminthosphaeriaceae"	NA	NA
"ASV828"	"k__Fungi"	"p__Ascomycota"	"c__Eurotiomycetes"	"o__Eurotiales"	"f__Aspergillaceae"	"g__Penicillium"	"s__jacksonii"
"ASV829"	"k__Fungi"	"p__Ascomycota"	"c__Ascomycota_cls_Incertae_sedis"	"o__Ascomycota_ord_Incertae_sedis"	"f__Ascomycota_fam_Incertae_sedis"	"g__Ascomycota_gen_Incertae_sedis"	NA
"ASV830"	"k__Fungi"	"p__Glomeromycota"	"c__Glomeromycetes"	"o__Gigasporales"	"f__Gigasporaceae"	"g__Gigaspora"	"s__margarita"
"ASV831"	"k__Fungi"	"p__Ascomycota"	"c__Sordariomycetes"	"o__Hypocreales"	"f__Clavicipitaceae"	"g__Marquandomyces"	"s__marquandii"
"ASV832"	"k__Fungi"	"p__Ascomycota"	"c__Ascomycota_cls_Incertae_sedis"	"o__Ascomycota_ord_Incertae_sedis"	"f__Ascomycota_fam_Incertae_sedis"	"g__Ascomycota_gen_Incertae_sedis"	NA
"ASV833"	"k__Fungi"	NA	NA	NA	NA	NA	NA
"ASV834"	"k__Fungi"	"p__Ascomycota"	"c__Sordariomycetes"	"o__Branch06"	"f__Branch06_fam_Incertae_sedis"	"g__Branch06_gen_Incertae_sedis"	NA
"ASV835"	"k__Fungi"	"p__Ascomycota"	"c__Leotiomycetes"	"o__Helotiales"	"f__Dermateaceae"	"g__Coleophoma"	NA
"ASV836"	"k__Fungi"	"p__Glomeromycota"	"c__Glomeromycetes"	"o__Glomerales"	"f__Claroideoglomeraceae"	"g__Claroideoglomus"	"s__claroideum"
"ASV837"	"k__Fungi"	"p__Chytridiomycota"	"c__Chytridiomycota_cls_Incertae_sedis"	"o__Chytridiomycota_ord_Incertae_sedis"	"f__Chytridiomycota_fam_Incertae_sedis"	"g__Chytridiomycota_gen_Incertae_sedis"	NA
"ASV838"	"k__Fungi"	"p__Glomeromycota"	"c__Glomeromycetes"	"o__Diversisporales"	"f__Diversisporaceae"	"g__Diversisporaceae_gen_Incertae_sedis"	NA
"ASV839"	"k__Fungi"	"p__Chytridiomycota"	"c__Chytridiomycota_cls_Incertae_sedis"	"o__Chytridiomycota_ord_Incertae_sedis"	"f__Chytridiomycota_fam_Incertae_sedis"	"g__Chytridiomycota_gen_Incertae_sedis"	NA
"ASV840"	"k__Fungi"	"p__Ascomycota"	"c__Leotiomycetes"	"o__Helotiales"	"f__Leotiaceae"	"g__Alatospora"	"s__acuminata"
"ASV841"	"k__Fungi"	"p__Ascomycota"	"c__Pezizomycotina_cls_Incertae_sedis"	"o__Pezizomycotina_ord_Incertae_sedis"	"f__Pezizomycotina_fam_Incertae_sedis"	"g__Pezizomycotina_gen_Incertae_sedis"	NA
"ASV842"	"k__Fungi"	"p__Glomeromycota"	"c__Glomeromycetes"	"o__Glomerales"	"f__Glomeraceae"	"g__Rhizoglomus"	NA
"ASV843"	"k__Fungi"	"p__Glomeromycota"	"c__Glomeromycetes"	"o__Glomerales"	"f__Glomeraceae"	"g__Glomus"	"s__compressum"
"ASV844"	"k__Fungi"	"p__Ascomycota"	"c__Sordariomycetes"	"o__Branch06"	"f__Branch06_fam_Incertae_sedis"	"g__Branch06_gen_Incertae_sedis"	NA
"ASV845"	"k__Fungi"	"p__Ascomycota"	"c__Dothideomycetes"	"o__Pleosporales"	"f__Thyridariaceae"	"g__Pararoussoella"	"s__juglandicola"
"ASV846"	"k__Fungi"	"p__Basidiomycota"	"c__Agaricomycetes"	"o__Agaricales"	"f__Strophariaceae"	"g__Galerina"	NA
"ASV847"	"k__Fungi"	"p__Ascomycota"	"c__Leotiomycetes"	"o__Helotiales"	"f__Leptodontidiaceae"	"g__Leptodontidium"	NA
"ASV848"	"k__Fungi"	"p__Glomeromycota"	"c__Archaeosporomycetes"	"o__Archaeosporales"	"f__Archaeosporaceae"	"g__Archaeosporaceae_gen_Incertae_sedis"	NA
"ASV849"	"k__Fungi"	"p__Ascomycota"	"c__Leotiomycetes"	"o__Helotiales"	"f__Helotiales_fam_Incertae_sedis"	NA	NA
"ASV850"	"k__Fungi"	"p__Ascomycota"	"c__Sordariomycetes"	"o__Savoryellales"	"f__Savoryellaceae"	"g__Aquabispora"	"s__websteri"
"ASV851"	"k__Fungi"	"p__Glomeromycota"	"c__Glomeromycetes"	"o__Glomerales"	"f__Glomeraceae"	"g__Glomeraceae_gen_Incertae_sedis"	NA
"ASV852"	"k__Fungi"	"p__Glomeromycota"	"c__Glomeromycetes"	"o__Glomerales"	"f__Claroideoglomeraceae"	"g__Claroideoglomus"	"s__claroideum"
"ASV853"	"k__Fungi"	"p__Basidiomycota"	"c__Agaricomycetes"	"o__Russulales"	"f__Russulaceae"	"g__Russula"	"s__pulverulenta"
"ASV854"	"k__Fungi"	"p__Glomeromycota"	"c__Glomeromycetes"	"o__Glomerales"	"f__Glomeraceae"	"g__Glomus"	NA
"ASV855"	"k__Fungi"	"p__Ascomycota"	"c__Ascomycota_cls_Incertae_sedis"	"o__Ascomycota_ord_Incertae_sedis"	"f__Ascomycota_fam_Incertae_sedis"	"g__Ascomycota_gen_Incertae_sedis"	NA
"ASV856"	"k__Fungi"	"p__Mucoromycota"	"c__Umbelopsidomycetes"	"o__Umbelopsidales"	"f__Umbelopsidaceae"	"g__Umbelopsis"	"s__dimorpha"
"ASV857"	"k__Fungi"	"p__Glomeromycota"	"c__Glomeromycetes"	"o__Glomerales"	"f__Glomeraceae"	"g__Glomus"	"s__indicum"
"ASV858"	"k__Fungi"	"p__Glomeromycota"	"c__Glomeromycetes"	"o__Glomerales"	"f__Glomeraceae"	"g__Glomus"	"s__compressum"
"ASV859"	"k__Fungi"	"p__Ascomycota"	"c__Sordariomycetes"	"o__Hypocreales"	NA	NA	NA
"ASV860"	"k__Fungi"	"p__Ascomycota"	"c__Eurotiomycetes"	"o__Chaetothyriales"	"f__Herpotrichiellaceae"	"g__Cladophialophora"	"s__nyingchiensis"
"ASV861"	"k__Fungi"	"p__Glomeromycota"	"c__Glomeromycetes"	"o__Glomerales"	"f__Glomeraceae"	"g__Glomeraceae_gen_Incertae_sedis"	NA
"ASV862"	"k__Fungi"	"p__Ascomycota"	"c__Sordariomycetes"	"o__Sordariales"	NA	NA	NA
"ASV863"	"k__Fungi"	"p__Glomeromycota"	"c__Glomeromycetes"	"o__Glomerales"	"f__Glomeraceae"	"g__Rhizophagus"	"s__intraradices"
"ASV864"	"k__Fungi"	"p__Fungi_phy_Incertae_sedis"	"c__Fungi_cls_Incertae_sedis"	"o__Fungi_ord_Incertae_sedis"	"f__Fungi_fam_Incertae_sedis"	"g__Fungi_gen_Incertae_sedis"	NA
"ASV865"	"k__Fungi"	"p__Ascomycota"	"c__Dothideomycetes"	"o__Pleosporales"	"f__Sporormiaceae"	"g__Preussia"	"s__flanaganii"
"ASV866"	"k__Fungi"	"p__Glomeromycota"	"c__Glomeromycetes"	"o__Diversisporales"	"f__Diversisporaceae"	NA	NA
"ASV867"	"k__Fungi"	"p__Ascomycota"	"c__Eurotiomycetes"	"o__Chaetothyriales"	"f__Cyphellophoraceae"	"g__Cyphellophora"	"s__endoradicis"
"ASV868"	"k__Fungi"	"p__Ascomycota"	"c__Sordariomycetes"	"o__Diaporthales"	"f__Melanconidaceae"	"g__Melanconiella"	NA
"ASV869"	"k__Fungi"	"p__Ascomycota"	"c__Sordariomycetes"	"o__Xylariales"	"f__Xylariales_fam_Incertae_sedis"	"g__Fusidium"	NA
"ASV870"	"k__Fungi"	"p__Ascomycota"	"c__GS37"	"o__GS37_ord_Incertae_sedis"	"f__GS37_fam_Incertae_sedis"	"g__GS37_gen_Incertae_sedis"	NA
"ASV871"	"k__Fungi"	"p__Basidiomycota"	"c__Agaricomycetes"	NA	NA	NA	NA
"ASV872"	"k__Fungi"	"p__Ascomycota"	"c__Sordariomycetes"	"o__Hypocreales"	"f__Clavicipitaceae"	"g__Metapochonia"	"s__bulbillosa"
"ASV873"	"k__Fungi"	"p__Basidiomycota"	"c__Agaricomycetes"	"o__Auriculariales"	NA	NA	NA
"ASV874"	"k__Fungi"	"p__Ascomycota"	"c__Sordariomycetes"	"o__Sordariales"	"f__Chaetomiaceae"	"g__Humicola"	NA
"ASV875"	"k__Fungi"	"p__Ascomycota"	"c__Sordariomycetes"	"o__Hypocreales"	"f__Hypocreaceae"	"g__Trichoderma"	NA
"ASV876"	"k__Fungi"	"p__Basidiomycota"	"c__Agaricomycetes"	"o__Agaricales"	"f__Mycenaceae"	"g__Mycenaceae_gen_Incertae_sedis"	NA
"ASV877"	"k__Fungi"	"p__Ascomycota"	"c__Saccharomycetes"	"o__Saccharomycetales"	"f__Saccharomycetales_fam_Incertae_sedis"	"g__Candida"	"s__pseudoglaebosa"
"ASV878"	"k__Fungi"	"p__Ascomycota"	"c__Dothideomycetes"	"o__Microthyriales"	"f__Microthyriaceae"	"g__Antidactylaria"	"s__ampulliformis"
"ASV879"	"k__Fungi"	"p__Ascomycota"	"c__Sordariomycetes"	"o__Hypocreales"	"f__Clavicipitaceae"	"g__Metapochonia"	NA
"ASV880"	"k__Fungi"	"p__Glomeromycota"	"c__Glomeromycetes"	"o__Glomerales"	"f__Glomeraceae"	"g__Rhizophagus"	"s__irregularis"
"ASV881"	"k__Fungi"	NA	NA	NA	NA	NA	NA
"ASV882"	"k__Fungi"	"p__Ascomycota"	"c__Leotiomycetes"	"o__Helotiales"	"f__Helotiales_fam_Incertae_sedis"	"g__Leohumicola"	NA
"ASV883"	"k__Fungi"	"p__Ascomycota"	"c__Pezizomycetes"	"o__Pezizales"	"f__Sarcosomataceae"	"g__Strumella"	NA
"ASV884"	"k__Fungi"	"p__Ascomycota"	"c__Eurotiomycetes"	"o__Chaetothyriales"	"f__Herpotrichiellaceae"	"g__Minimelanolocus"	NA
"ASV885"	"k__Fungi"	"p__Ascomycota"	"c__Sordariomycetes"	"o__Microascales"	"f__Microascaceae"	"g__Kernia"	"s__anthracina"
"ASV886"	"k__Fungi"	"p__Ascomycota"	NA	NA	NA	NA	NA
"ASV887"	"k__Fungi"	"p__Basidiomycota"	"c__Agaricomycetes"	"o__Agaricales"	"f__Tricholomataceae"	"g__Flagelloscypha"	NA
"ASV888"	"k__Fungi"	"p__Ascomycota"	"c__Sordariomycetes"	"o__Chaetosphaeriales"	"f__Chaetosphaeriaceae"	"g__Pseudophialocephala"	"s__humicola"
"ASV889"	"k__Fungi"	"p__Glomeromycota"	"c__Glomeromycetes"	"o__Glomerales"	"f__Glomeraceae"	"g__Dominikia"	NA
"ASV890"	"k__Fungi"	"p__Ascomycota"	"c__Sordariomycetes"	"o__Atractosporales"	"f__Conlariaceae"	"g__Conlarium"	NA
"ASV891"	"k__Fungi"	"p__Glomeromycota"	"c__Glomeromycetes"	"o__Glomerales"	"f__Glomeraceae"	"g__Rhizophagus"	"s__irregularis"
"ASV892"	"k__Fungi"	"p__Glomeromycota"	"c__Glomeromycetes"	"o__Glomerales"	"f__Glomeraceae"	"g__Dominikia"	NA
"ASV893"	"k__Fungi"	"p__Ascomycota"	"c__Sordariomycetes"	"o__Hypocreales"	NA	NA	NA
"ASV894"	"k__Fungi"	"p__Ascomycota"	"c__Dothideomycetes"	"o__Pleosporales"	"f__Neopyrenochaetaceae"	"g__Neopyrenochaeta"	"s__acicola"
"ASV895"	"k__Fungi"	"p__Ascomycota"	"c__Eurotiomycetes"	"o__Eurotiales"	"f__Aspergillaceae"	"g__Penicillium"	"s__estinogenum"
"ASV896"	"k__Fungi"	"p__Glomeromycota"	"c__Glomeromycetes"	"o__Glomerales"	"f__Glomeraceae"	"g__Septoglomus"	NA
"ASV897"	"k__Fungi"	"p__Glomeromycota"	"c__Glomeromycetes"	"o__Glomerales"	"f__Glomeraceae"	"g__Septoglomus"	"s__turnauae"
"ASV898"	"k__Fungi"	"p__Glomeromycota"	"c__Glomeromycetes"	"o__Glomerales"	"f__Claroideoglomeraceae"	"g__Claroideoglomus"	"s__claroideum"
"ASV899"	"k__Fungi"	"p__Ascomycota"	"c__Sordariomycetes"	"o__Sordariales"	"f__Lasiosphaeriaceae"	"g__Schizothecium"	NA
"ASV900"	"k__Fungi"	"p__Ascomycota"	"c__Sordariomycetes"	"o__Hypocreales"	"f__Clavicipitaceae"	"g__Marquandomyces"	"s__marquandii"
"ASV901"	"k__Fungi"	"p__Glomeromycota"	"c__Glomeromycetes"	"o__Glomerales"	"f__Glomeraceae"	"g__Rhizophagus"	"s__irregularis"
"ASV902"	"k__Fungi"	"p__Glomeromycota"	"c__Glomeromycetes"	"o__Glomerales"	"f__Glomeraceae"	"g__Dominikia"	NA
"ASV903"	"k__Fungi"	"p__Glomeromycota"	"c__Glomeromycetes"	"o__Glomerales"	"f__Glomeraceae"	"g__Glomus"	NA
"ASV904"	"k__Fungi"	"p__Ascomycota"	"c__Pezizomycetes"	"o__Pezizales"	"f__Ascobolaceae"	"g__Ascobolus"	NA
"ASV905"	"k__Fungi"	"p__Basidiomycota"	"c__Agaricomycetes"	"o__Agaricales"	NA	NA	NA
"ASV906"	"k__Fungi"	"p__Ascomycota"	"c__Leotiomycetes"	"o__Thelebolales"	"f__Pseudeurotiaceae"	"g__Gymnostellatospora"	"s__japonica"
"ASV907"	"k__Fungi"	"p__Ascomycota"	"c__Sordariomycetes"	"o__Hypocreales"	"f__Niessliaceae"	"g__Niesslia"	"s__fuegiana"
"ASV908"	"k__Fungi"	"p__Glomeromycota"	"c__Glomeromycetes"	"o__Diversisporales"	"f__Diversisporaceae"	NA	NA
"ASV909"	"k__Fungi"	"p__Ascomycota"	"c__Eurotiomycetes"	"o__Chaetothyriales"	"f__Herpotrichiellaceae"	NA	NA
"ASV910"	"k__Fungi"	"p__Ascomycota"	"c__Dothideomycetes"	"o__Pleosporales"	"f__Cucurbitariaceae"	"g__Pyrenochaeta"	NA
"ASV911"	"k__Fungi"	"p__Glomeromycota"	"c__Glomeromycetes"	"o__Glomerales"	"f__Glomeraceae"	"g__Rhizophagus"	"s__irregularis"
"ASV912"	"k__Fungi"	"p__Glomeromycota"	"c__Glomeromycetes"	"o__Glomerales"	"f__Glomeraceae"	NA	NA
"ASV913"	"k__Fungi"	"p__Glomeromycota"	"c__Glomeromycetes"	"o__Glomerales"	"f__Glomeraceae"	"g__Dominikia"	NA
"ASV914"	"k__Fungi"	"p__Ascomycota"	"c__Dothideomycetes"	"o__Botryosphaeriales"	"f__Phyllostictaceae"	"g__Phyllosticta"	NA
"ASV915"	"k__Fungi"	"p__Ascomycota"	"c__Sordariomycetes"	"o__Atractosporales"	"f__Atractosporales_fam_Incertae_sedis"	"g__Atractosporales_gen_Incertae_sedis"	NA
"ASV916"	"k__Fungi"	"p__Ascomycota"	"c__Eurotiomycetes"	"o__Eurotiales"	"f__Elaphomycetaceae"	"g__Elaphomyces"	"s__papillatus"
"ASV917"	"k__Fungi"	"p__Glomeromycota"	"c__Glomeromycetes"	"o__Glomerales"	"f__Glomeraceae"	"g__Dominikia"	NA
"ASV918"	"k__Fungi"	"p__Ascomycota"	"c__Sordariomycetes"	"o__Branch06"	"f__Branch06_fam_Incertae_sedis"	"g__Branch06_gen_Incertae_sedis"	NA
"ASV919"	"k__Fungi"	"p__Glomeromycota"	"c__Glomeromycetes"	"o__Glomerales"	"f__Glomeraceae"	"g__Glomeraceae_gen_Incertae_sedis"	NA
"ASV920"	"k__Fungi"	"p__Ascomycota"	"c__Sordariomycetes"	"o__Hypocreales"	"f__Hypocreales_fam_Incertae_sedis"	"g__Hypocreales_gen_Incertae_sedis"	NA
"ASV921"	"k__Fungi"	"p__Basidiomycota"	"c__Agaricomycetes"	"o__Agaricales"	"f__Lycoperdaceae"	"g__Calvatia"	"s__gigantea"
"ASV922"	"k__Fungi"	"p__Fungi_phy_Incertae_sedis"	"c__Fungi_cls_Incertae_sedis"	"o__Fungi_ord_Incertae_sedis"	"f__Fungi_fam_Incertae_sedis"	"g__Fungi_gen_Incertae_sedis"	NA
"ASV923"	"k__Fungi"	"p__Glomeromycota"	"c__Glomeromycetes"	"o__Glomerales"	"f__Glomeraceae"	"g__Glomus"	"s__indicum"
"ASV924"	"k__Fungi"	"p__Ascomycota"	"c__Sordariomycetes"	"o__Glomerellales"	"f__Reticulascaceae"	"g__Cylindrotrichum"	"s__clavatum"
"ASV925"	"k__Fungi"	"p__Basidiomycota"	"c__Agaricomycetes"	"o__Agaricales"	"f__Tricholomataceae"	"g__Flagelloscypha"	NA
"ASV926"	"k__Fungi"	"p__Glomeromycota"	"c__Glomeromycetes"	"o__Glomerales"	"f__Glomeraceae"	"g__Rhizophagus"	"s__irregularis"
"ASV927"	"k__Fungi"	"p__Ascomycota"	"c__Sordariomycetes"	"o__Sordariales"	"f__Chaetomiaceae"	"g__Humicola"	NA
"ASV928"	"k__Fungi"	"p__Ascomycota"	"c__Eurotiomycetes"	"o__Eurotiales"	"f__Aspergillaceae"	"g__Penicillium"	"s__simplicissimum"
"ASV929"	"k__Fungi"	"p__Ascomycota"	"c__Leotiomycetes"	"o__Helotiales"	"f__Helotiaceae"	"g__Scytalidium"	"s__circinatum"
"ASV930"	"k__Fungi"	"p__Basidiomycota"	"c__Agaricomycetes"	"o__Agaricales"	"f__Agaricaceae"	"g__Leucoagaricus"	NA
"ASV931"	"k__Fungi"	NA	NA	NA	NA	NA	NA
"ASV932"	"k__Fungi"	"p__Glomeromycota"	"c__Archaeosporomycetes"	"o__Archaeosporales"	"f__Archaeosporaceae"	"g__Archaeospora"	"s__trappei"
"ASV933"	"k__Fungi"	"p__Ascomycota"	"c__Sordariomycetes"	"o__Hypocreales"	"f__Nectriaceae"	"g__Fusarium"	"s__mangiferae"
"ASV934"	"k__Fungi"	"p__Ascomycota"	"c__Dothideomycetes"	"o__Pleosporales"	"f__Thyridariaceae"	"g__Thyridariaceae_gen_Incertae_sedis"	NA
"ASV935"	"k__Fungi"	"p__Ascomycota"	"c__Leotiomycetes"	"o__Helotiales"	"f__Leotiaceae"	"g__Gorgomyces"	NA
"ASV936"	"k__Fungi"	"p__Ascomycota"	"c__Sordariomycetes"	"o__Xylariales"	"f__Amphisphaeriaceae"	"g__Amphisphaeriaceae_gen_Incertae_sedis"	NA
"ASV937"	"k__Fungi"	"p__Ascomycota"	"c__Sordariomycetes"	"o__Branch06"	"f__Branch06_fam_Incertae_sedis"	"g__Branch06_gen_Incertae_sedis"	NA
"ASV938"	"k__Fungi"	"p__Ascomycota"	"c__Sordariomycetes"	"o__Chaetosphaeriales"	"f__Chaetosphaeriaceae"	"g__Sporoschisma"	"s__hemipsilum"
"ASV939"	"k__Fungi"	"p__Ascomycota"	"c__Leotiomycetes"	"o__Helotiales"	"f__Ploettnerulaceae"	NA	NA
"ASV940"	"k__Fungi"	"p__Glomeromycota"	"c__Glomeromycetes"	"o__Glomerales"	"f__Glomeraceae"	"g__Dominikia"	"s__aurea"
"ASV941"	"k__Fungi"	"p__Basidiomycota"	"c__Agaricomycetes"	"o__Sebacinales"	"f__Serendipitaceae"	"g__Serendipita"	NA
"ASV942"	"k__Fungi"	"p__Glomeromycota"	"c__Glomeromycetes"	"o__Glomerales"	"f__Glomeraceae"	"g__Dominikia"	"s__difficilevidera"
"ASV943"	"k__Fungi"	"p__Ascomycota"	"c__Dothideomycetes"	"o__Minutisphaerales"	"f__Minutisphaeraceae"	"g__Minutisphaera"	"s__aspera"
"ASV944"	"k__Fungi"	"p__Glomeromycota"	"c__Glomeromycetes"	"o__Glomerales"	"f__Glomeraceae"	"g__Glomus"	NA
"ASV945"	"k__Fungi"	"p__Ascomycota"	"c__Sordariomycetes"	"o__Hypocreales"	"f__Clavicipitaceae"	"g__Metarhizium"	"s__gaoligongense"
"ASV946"	"k__Fungi"	"p__Fungi_phy_Incertae_sedis"	"c__Fungi_cls_Incertae_sedis"	"o__Fungi_ord_Incertae_sedis"	"f__Fungi_fam_Incertae_sedis"	"g__Fungi_gen_Incertae_sedis"	NA
"ASV947"	"k__Fungi"	"p__Ascomycota"	"c__Sordariomycetes"	"o__Hypocreales"	"f__Nectriaceae"	"g__Thelonectria"	"s__blackeriella"
"ASV948"	"k__Fungi"	"p__Ascomycota"	"c__Sordariomycetes"	"o__Hypocreales"	NA	NA	NA
"ASV949"	"k__Fungi"	"p__Basidiomycota"	"c__Agaricomycetes"	"o__Agaricales"	"f__Agaricaceae"	"g__Leucoagaricus"	NA
"ASV950"	"k__Fungi"	"p__Fungi_phy_Incertae_sedis"	"c__Fungi_cls_Incertae_sedis"	"o__Fungi_ord_Incertae_sedis"	"f__Fungi_fam_Incertae_sedis"	"g__Fungi_gen_Incertae_sedis"	NA
"ASV951"	"k__Fungi"	"p__Ascomycota"	"c__Dothideomycetes"	"o__Venturiales"	"f__Sympoventuriaceae"	"g__Sympoventuriaceae_gen_Incertae_sedis"	NA
"ASV952"	"k__Fungi"	"p__Ascomycota"	"c__Dothideomycetes"	"o__Botryosphaeriales"	"f__Botryosphaeriaceae"	"g__Diplodia"	"s__scrobiculata"
"ASV953"	"k__Fungi"	"p__Glomeromycota"	"c__Paraglomeromycetes"	"o__Paraglomerales"	"f__Paraglomeraceae"	"g__Paraglomus"	"s__laccatum"
"ASV954"	"k__Fungi"	"p__Glomeromycota"	"c__Glomeromycetes"	"o__Glomerales"	"f__Claroideoglomeraceae"	"g__Claroideoglomus"	"s__claroideum"
"ASV955"	"k__Fungi"	"p__Glomeromycota"	"c__Paraglomeromycetes"	"o__Paraglomerales"	"f__Paraglomeraceae"	"g__Paraglomus"	NA
"ASV956"	"k__Fungi"	"p__Ascomycota"	"c__Sordariomycetes"	"o__Atractosporales"	"f__Conlariaceae"	"g__Conlarium"	NA
"ASV957"	"k__Fungi"	"p__Basidiobolomycota"	"c__Basidiobolomycetes"	"o__Basidiobolales"	"f__Basidiobolaceae"	"g__Basidiobolus"	"s__magnus"
"ASV958"	"k__Fungi"	"p__Ascomycota"	"c__Dothideomycetes"	"o__Capnodiales"	"f__Dissoconiaceae"	"g__Ramichloridium"	"s__anceps"
"ASV959"	"k__Fungi"	"p__Glomeromycota"	"c__Paraglomeromycetes"	"o__Paraglomerales"	"f__Paraglomeraceae"	"g__Paraglomus"	"s__laccatum"
"ASV960"	"k__Fungi"	"p__Basidiomycota"	"c__Tremellomycetes"	"o__Cystofilobasidiales"	"f__Mrakiaceae"	"g__Mrakia"	"s__cryoconiti"
"ASV961"	"k__Fungi"	"p__Chytridiomycota"	"c__Chytridiomycota_cls_Incertae_sedis"	"o__Chytridiomycota_ord_Incertae_sedis"	"f__Chytridiomycota_fam_Incertae_sedis"	"g__Chytridiomycota_gen_Incertae_sedis"	NA
"ASV962"	"k__Fungi"	"p__Ascomycota"	"c__Sordariomycetes"	"o__Cordanales"	"f__Cordanaceae"	"g__Cordana"	"s__pauciseptata"
"ASV963"	"k__Fungi"	"p__Basidiobolomycota"	"c__Basidiobolomycetes"	"o__Basidiobolales"	"f__Basidiobolaceae"	"g__Basidiobolus"	NA
"ASV964"	"k__Fungi"	"p__Glomeromycota"	"c__Glomeromycetes"	"o__Diversisporales"	"f__Diversisporaceae"	NA	NA
"ASV965"	"k__Fungi"	"p__Ascomycota"	"c__Lecanoromycetes"	"o__Peltigerales"	"f__Pannariaceae"	"g__Pectenia"	NA
"ASV966"	"k__Fungi"	"p__Ascomycota"	"c__Eurotiomycetes"	"o__Chaetothyriales"	"f__Herpotrichiellaceae"	"g__Cladophialophora"	"s__nyingchiensis"
"ASV967"	"k__Fungi"	"p__Ascomycota"	"c__Sordariomycetes"	"o__Cordanales"	"f__Cordanaceae"	"g__Cordana"	"s__terrestris"
"ASV968"	"k__Fungi"	"p__Ascomycota"	"c__Sordariomycetes"	"o__Phomatosporales"	"f__Phomatosporaceae"	"g__Phomatospora"	NA
"ASV969"	"k__Fungi"	"p__Basidiobolomycota"	"c__Basidiobolomycetes"	"o__Basidiobolales"	"f__Basidiobolaceae"	"g__Basidiobolus"	"s__magnus"
"ASV970"	"k__Fungi"	"p__Glomeromycota"	"c__Glomeromycetes"	"o__Glomerales"	"f__Claroideoglomeraceae"	"g__Claroideoglomus"	NA
"ASV971"	"k__Fungi"	"p__Ascomycota"	"c__Sordariomycetes"	"o__Microascales"	"f__Halosphaeriaceae"	"g__Halosphaeriaceae_gen_Incertae_sedis"	NA
"ASV972"	"k__Fungi"	"p__Ascomycota"	"c__Eurotiomycetes"	"o__Eurotiales"	"f__Aspergillaceae"	"g__Penicillium"	"s__thiersii"
"ASV973"	"k__Fungi"	"p__Ascomycota"	"c__Dothideomycetes"	"o__Pleosporales"	"f__Lentitheciaceae"	"g__Lentitheciaceae_gen_Incertae_sedis"	NA
"ASV974"	"k__Fungi"	NA	NA	NA	NA	NA	NA
"ASV975"	"k__Fungi"	"p__Ascomycota"	"c__Sordariomycetes"	"o__Hypocreales"	"f__Nectriaceae"	"g__Fusarium"	"s__nematophilum"
"ASV976"	"k__Fungi"	"p__Ascomycota"	"c__Sordariomycetes"	"o__Hypocreales"	"f__Nectriaceae"	"g__Lasionectria"	NA
"ASV977"	"k__Fungi"	"p__Ascomycota"	"c__Leotiomycetes"	"o__Helotiales"	"f__Hyaloscyphaceae"	NA	NA
"ASV978"	"k__Fungi"	"p__Ascomycota"	"c__Eurotiomycetes"	"o__Eurotiales"	"f__Aspergillaceae"	"g__Talaromyces"	"s__rugulosus"
